Hours since 00:00 Jan 1,Lifetime Hourly Data: Electricity to grid (kW),Lifetime Hourly Data: Electricity to grid (kW)
3722.5,0,0
3723.5,0,0
3724.5,0,0
3725.5,14593.7,14593.7
3726.5,28476,28476
3727.5,36064,36064
3728.5,39714,39714
3729.5,39714,39714
3730.5,39714,39714
3731.5,39714,39714
3732.5,39714,39714
3733.5,39714,39714
3734.5,39714,39714
3735.5,39714,39714
3736.5,35267.2,35267.2
3737.5,29998.5,29998.5
3738.5,19971.8,19971.8
3739.5,0,0
3740.5,0,0
3741.5,0,0
3742.5,0,0
3743.5,0,0
3744.5,0,0
3745.5,0,0
3746.5,0,0
3747.5,0,0
3748.5,0,0
3749.5,18105.6,18105.6
3750.5,32574.2,32574.2
3751.5,39714,39714
3752.5,39714,39714
3753.5,39714,39714
3754.5,39714,39714
3755.5,39714,39714
3756.5,39714,39714
3757.5,39714,39714
3758.5,39714,39714
3759.5,39714,39714
3760.5,39714,39714
3761.5,33855,33855
3762.5,20789,20789
3763.5,0,0
3764.5,0,0
3765.5,0,0
3766.5,0,0
3767.5,0,0
3768.5,0,0
3769.5,0,0
3770.5,0,0
3771.5,0,0
3772.5,0,0
3773.5,4177.56,4177.56
3774.5,27099.2,27099.2
3775.5,39386.6,39386.6
3776.5,39714,39714
3777.5,39714,39714
3778.5,39714,39714
3779.5,39714,39714
3780.5,39714,39714
3781.5,39714,39714
3782.5,39714,39714
3783.5,39714,39714
3784.5,39714,39714
3785.5,35032,35032
3786.5,22279.6,22279.6
3787.5,0,0
3788.5,0,0
3789.5,0,0
3790.5,0,0
3791.5,0,0
3792.5,0,0
3793.5,0,0
3794.5,0,0
3795.5,0,0
3796.5,0,0
3797.5,18438.2,18438.2
3798.5,33925.5,33925.5
3799.5,39714,39714
3800.5,39714,39714
3801.5,39714,39714
3802.5,39714,39714
3803.5,39714,39714
3804.5,39714,39714
3805.5,39714,39714
3806.5,39714,39714
3807.5,39714,39714
3808.5,39714,39714
3809.5,20567.2,20567.2
3810.5,13684.7,13684.7
3811.5,0,0
3812.5,0,0
3813.5,0,0
3814.5,0,0
3815.5,0,0
3816.5,0,0
3817.5,0,0
3818.5,0,0
3819.5,0,0
3820.5,0,0
3821.5,5505.41,5505.41
3822.5,21272.8,21272.8
3823.5,35042.7,35042.7
3824.5,39714,39714
3825.5,39714,39714
3826.5,39714,39714
3827.5,39714,39714
3828.5,39714,39714
3829.5,39714,39714
3830.5,38684.4,38684.4
3831.5,36812,36812
3832.5,37044,37044
3833.5,30773.9,30773.9
3834.5,18567,18567
3835.5,0,0
3836.5,0,0
3837.5,0,0
3838.5,0,0
3839.5,0,0
3840.5,0,0
3841.5,0,0
3842.5,0,0
3843.5,0,0
3844.5,0,0
3845.5,3856.52,3856.52
3846.5,19227.5,19227.5
3847.5,31330,31330
3848.5,39714,39714
3849.5,39714,39714
3850.5,39714,39714
3851.5,39714,39714
3852.5,39714,39714
3853.5,39714,39714
3854.5,39714,39714
3855.5,38994.8,38994.8
3856.5,36913.7,36913.7
3857.5,30347.7,30347.7
3858.5,18392.4,18392.4
3859.5,0,0
3860.5,0,0
3861.5,0,0
3862.5,0,0
3863.5,0,0
3864.5,0,0
3865.5,0,0
3866.5,0,0
3867.5,0,0
3868.5,0,0
3869.5,14878.3,14878.3
3870.5,29268.9,29268.9
3871.5,37129.5,37129.5
3872.5,39714,39714
3873.5,39714,39714
3874.5,39714,39714
3875.5,39714,39714
3876.5,39714,39714
3877.5,39714,39714
3878.5,39714,39714
3879.5,39714,39714
3880.5,37046.9,37046.9
3881.5,15865.4,15865.4
3882.5,8737.47,8737.47
3883.5,0,0
3884.5,0,0
3885.5,0,0
3886.5,0,0
3887.5,0,0
3888.5,0,0
3889.5,0,0
3890.5,0,0
3891.5,0,0
3892.5,0,0
3893.5,2723.17,2723.17
3894.5,10445.3,10445.3
3895.5,26229.6,26229.6
3896.5,30990.4,30990.4
3897.5,39363.4,39363.4
3898.5,39714,39714
3899.5,39714,39714
3900.5,39714,39714
3901.5,39714,39714
3902.5,39714,39714
3903.5,39714,39714
3904.5,37964.3,37964.3
3905.5,31846.8,31846.8
3906.5,19718.7,19718.7
3907.5,0,0
3908.5,0,0
3909.5,0,0
3910.5,0,0
3911.5,0,0
3912.5,0,0
3913.5,0,0
3914.5,0,0
3915.5,0,0
3916.5,0,0
3917.5,16579.3,16579.3
3918.5,31493.6,31493.6
3919.5,39480.4,39480.4
3920.5,39714,39714
3921.5,39714,39714
3922.5,39714,39714
3923.5,39714,39714
3924.5,39714,39714
3925.5,39714,39714
3926.5,39714,39714
3927.5,29873.8,29873.8
3928.5,35039.9,35039.9
3929.5,29922.6,29922.6
3930.5,19386.8,19386.8
3931.5,36.8259,36.8259
3932.5,0,0
3933.5,0,0
3934.5,0,0
3935.5,0,0
3936.5,0,0
3937.5,0,0
3938.5,0,0
3939.5,0,0
3940.5,0,0
3941.5,14024.8,14024.8
3942.5,29415.6,29415.6
3943.5,38011.2,38011.2
3944.5,39714,39714
3945.5,39714,39714
3946.5,39714,39714
3947.5,39714,39714
3948.5,39714,39714
3949.5,39714,39714
3950.5,39714,39714
3951.5,39714,39714
3952.5,39673.1,39673.1
3953.5,32776.7,32776.7
3954.5,19634.5,19634.5
3955.5,391.812,391.812
3956.5,0,0
3957.5,0,0
3958.5,0,0
3959.5,0,0
3960.5,0,0
3961.5,0,0
3962.5,0,0
3963.5,0,0
3964.5,0,0
3965.5,14741.1,14741.1
3966.5,30648.6,30648.6
3967.5,39602.2,39602.2
3968.5,39714,39714
3969.5,39714,39714
3970.5,39714,39714
3971.5,39714,39714
3972.5,39714,39714
3973.5,39714,39714
3974.5,39714,39714
3975.5,38858.2,38858.2
3976.5,32466.3,32466.3
3977.5,33639.7,33639.7
3978.5,19883.6,19883.6
3979.5,382.215,382.215
3980.5,0,0
3981.5,0,0
3982.5,0,0
3983.5,0,0
3984.5,0,0
3985.5,0,0
3986.5,0,0
3987.5,0,0
3988.5,0,0
3989.5,15166.9,15166.9
3990.5,30698.2,30698.2
3991.5,38846.1,38846.1
3992.5,39714,39714
3993.5,39714,39714
3994.5,39714,39714
3995.5,39714,39714
3996.5,39714,39714
3997.5,39714,39714
3998.5,39714,39714
3999.5,36985.1,36985.1
4000.5,34117.4,34117.4
4001.5,32792.5,32792.5
4002.5,14422.1,14422.1
4003.5,0,0
4004.5,0,0
4005.5,0,0
4006.5,0,0
4007.5,0,0
4008.5,0,0
4009.5,0,0
4010.5,0,0
4011.5,0,0
4012.5,0,0
4013.5,13593.6,13593.6
4014.5,28829,28829
4015.5,37431.1,37431.1
4016.5,39714,39714
4017.5,39714,39714
4018.5,39714,39714
4019.5,39714,39714
4020.5,39714,39714
4021.5,39714,39714
4022.5,39714,39714
4023.5,39714,39714
4024.5,38554.6,38554.6
4025.5,30810.4,30810.4
4026.5,15571.2,15571.2
4027.5,455.241,455.241
4028.5,0,0
4029.5,0,0
4030.5,0,0
4031.5,0,0
4032.5,0,0
4033.5,0,0
4034.5,0,0
4035.5,0,0
4036.5,0,0
4037.5,15539.5,15539.5
4038.5,29827.2,29827.2
4039.5,37647.7,37647.7
4040.5,39714,39714
4041.5,39714,39714
4042.5,39714,39714
4043.5,39714,39714
4044.5,39714,39714
4045.5,39714,39714
4046.5,39714,39714
4047.5,39714,39714
4048.5,39714,39714
4049.5,33610.3,33610.3
4050.5,21744.9,21744.9
4051.5,1059.18,1059.18
4052.5,0,0
4053.5,0,0
4054.5,0,0
4055.5,0,0
4056.5,0,0
4057.5,0,0
4058.5,0,0
4059.5,0,0
4060.5,0,0
4061.5,16757.2,16757.2
4062.5,31398.1,31398.1
4063.5,38900.4,38900.4
4064.5,39714,39714
4065.5,39714,39714
4066.5,39714,39714
4067.5,39714,39714
4068.5,39714,39714
4069.5,39714,39714
4070.5,39714,39714
4071.5,39714,39714
4072.5,39712.8,39712.8
4073.5,33488.3,33488.3
4074.5,21620,21620
4075.5,1012.15,1012.15
4076.5,0,0
4077.5,0,0
4078.5,0,0
4079.5,0,0
4080.5,0,0
4081.5,0,0
4082.5,0,0
4083.5,0,0
4084.5,0,0
4085.5,14507.4,14507.4
4086.5,29651.2,29651.2
4087.5,37896.5,37896.5
4088.5,39714,39714
4089.5,39714,39714
4090.5,39714,39714
4091.5,39714,39714
4092.5,39714,39714
4093.5,39714,39714
4094.5,39714,39714
4095.5,39714,39714
4096.5,39714,39714
4097.5,34300.5,34300.5
4098.5,22420.8,22420.8
4099.5,1071.03,1071.03
4100.5,0,0
4101.5,0,0
4102.5,0,0
4103.5,0,0
4104.5,0,0
4105.5,0,0
4106.5,0,0
4107.5,0,0
4108.5,0,0
4109.5,17979.5,17979.5
4110.5,32749,32749
4111.5,39714,39714
4112.5,39714,39714
4113.5,39714,39714
4114.5,39714,39714
4115.5,39714,39714
4116.5,39714,39714
4117.5,39714,39714
4118.5,39714,39714
4119.5,39714,39714
4120.5,39714,39714
4121.5,34701.4,34701.4
4122.5,23035.8,23035.8
4123.5,1270.05,1270.05
4124.5,0,0
4125.5,0,0
4126.5,0,0
4127.5,0,0
4128.5,0,0
4129.5,0,0
4130.5,0,0
4131.5,0,0
4132.5,0,0
4133.5,16711.1,16711.1
4134.5,31943,31943
4135.5,39714,39714
4136.5,39714,39714
4137.5,39714,39714
4138.5,39714,39714
4139.5,39714,39714
4140.5,39714,39714
4141.5,39714,39714
4142.5,39714,39714
4143.5,39714,39714
4144.5,39714,39714
4145.5,33360.3,33360.3
4146.5,22006.9,22006.9
4147.5,1120.74,1120.74
4148.5,0,0
4149.5,0,0
4150.5,0,0
4151.5,0,0
4152.5,0,0
4153.5,0,0
4154.5,0,0
4155.5,0,0
4156.5,0,0
4157.5,16594.8,16594.8
4158.5,31121.6,31121.6
4159.5,38310.2,38310.2
4160.5,39714,39714
4161.5,39714,39714
4162.5,39714,39714
4163.5,39714,39714
4164.5,39714,39714
4165.5,39714,39714
4166.5,39714,39714
4167.5,39714,39714
4168.5,39078.4,39078.4
4169.5,32935,32935
4170.5,21589.7,21589.7
4171.5,1109.57,1109.57
4172.5,0,0
4173.5,0,0
4174.5,0,0
4175.5,0,0
4176.5,0,0
4177.5,0,0
4178.5,0,0
4179.5,0,0
4180.5,0,0
4181.5,16120.6,16120.6
4182.5,26754.6,26754.6
4183.5,30434.8,30434.8
4184.5,35655.6,35655.6
4185.5,39714,39714
4186.5,39714,39714
4187.5,39714,39714
4188.5,39714,39714
4189.5,39714,39714
4190.5,39714,39714
4191.5,39714,39714
4192.5,39391,39391
4193.5,23183.4,23183.4
4194.5,12833.9,12833.9
4195.5,21.5215,21.5215
4196.5,0,0
4197.5,0,0
4198.5,0,0
4199.5,0,0
4200.5,0,0
4201.5,0,0
4202.5,0,0
4203.5,0,0
4204.5,0,0
4205.5,16083.6,16083.6
4206.5,30917.5,30917.5
4207.5,38395.1,38395.1
4208.5,39714,39714
4209.5,39714,39714
4210.5,39714,39714
4211.5,39714,39714
4212.5,39714,39714
4213.5,39714,39714
4214.5,39714,39714
4215.5,39714,39714
4216.5,39714,39714
4217.5,35094.3,35094.3
4218.5,16926.4,16926.4
4219.5,1284.31,1284.31
4220.5,0,0
4221.5,0,0
4222.5,0,0
4223.5,0,0
4224.5,0,0
4225.5,0,0
4226.5,0,0
4227.5,0,0
4228.5,0,0
4229.5,17362.6,17362.6
4230.5,32205.8,32205.8
4231.5,39714,39714
4232.5,39714,39714
4233.5,39714,39714
4234.5,39714,39714
4235.5,39714,39714
4236.5,39714,39714
4237.5,39714,39714
4238.5,39714,39714
4239.5,39714,39714
4240.5,39714,39714
4241.5,35591.5,35591.5
4242.5,23385.4,23385.4
4243.5,1250.32,1250.32
4244.5,0,0
4245.5,0,0
4246.5,0,0
4247.5,0,0
4248.5,0,0
4249.5,0,0
4250.5,0,0
4251.5,0,0
4252.5,0,0
4253.5,18116.7,18116.7
4254.5,32987.7,32987.7
4255.5,39714,39714
4256.5,39714,39714
4257.5,39714,39714
4258.5,35735.4,35735.4
4259.5,39714,39714
4260.5,39714,39714
4261.5,39714,39714
4262.5,39714,39714
4263.5,35851.5,35851.5
4264.5,30478.6,30478.6
4265.5,6100.55,6100.55
4266.5,2548.3,2548.3
4267.5,0,0
4268.5,0,0
4269.5,0,0
4270.5,0,0
4271.5,0,0
4272.5,0,0
4273.5,0,0
4274.5,0,0
4275.5,0,0
4276.5,0,0
4277.5,1686.12,1686.12
4278.5,23632.5,23632.5
4279.5,39211.7,39211.7
4280.5,39714,39714
4281.5,39714,39714
4282.5,39714,39714
4283.5,39714,39714
4284.5,39714,39714
4285.5,39714,39714
4286.5,39714,39714
4287.5,39714,39714
4288.5,39714,39714
4289.5,34140.3,34140.3
4290.5,22124.4,22124.4
4291.5,1038.24,1038.24
4292.5,0,0
4293.5,0,0
4294.5,0,0
4295.5,0,0
4296.5,0,0
4297.5,0,0
4298.5,0,0
4299.5,0,0
4300.5,0,0
4301.5,17038.8,17038.8
4302.5,32455.8,32455.8
4303.5,39714,39714
4304.5,39714,39714
4305.5,39714,39714
4306.5,39714,39714
4307.5,39714,39714
4308.5,38183.8,38183.8
4309.5,39714,39714
4310.5,39714,39714
4311.5,39714,39714
4312.5,39714,39714
4313.5,35156.1,35156.1
4314.5,23128,23128
4315.5,1168.11,1168.11
4316.5,0,0
4317.5,0,0
4318.5,0,0
4319.5,0,0
4320.5,0,0
4321.5,0,0
4322.5,0,0
4323.5,0,0
4324.5,0,0
4325.5,16058.8,16058.8
4326.5,30750.4,30750.4
4327.5,39704.1,39704.1
4328.5,39714,39714
4329.5,39714,39714
4330.5,39714,39714
4331.5,39714,39714
4332.5,39714,39714
4333.5,39714,39714
4334.5,39714,39714
4335.5,39714,39714
4336.5,39714,39714
4337.5,34645.9,34645.9
4338.5,22233.3,22233.3
4339.5,979.192,979.192
4340.5,0,0
4341.5,0,0
4342.5,0,0
4343.5,0,0
4344.5,0,0
4345.5,0,0
4346.5,0,0
4347.5,0,0
4348.5,0,0
4349.5,15900,15900
4350.5,31589.5,31589.5
4351.5,39483.8,39483.8
4352.5,39714,39714
4353.5,39714,39714
4354.5,39714,39714
4355.5,39714,39714
4356.5,39714,39714
4357.5,39714,39714
4358.5,38398.2,38398.2
4359.5,39714,39714
4360.5,39714,39714
4361.5,34649.5,34649.5
4362.5,23134.7,23134.7
4363.5,1328.37,1328.37
4364.5,0,0
4365.5,0,0
4366.5,0,0
4367.5,0,0
4368.5,0,0
4369.5,0,0
4370.5,0,0
4371.5,0,0
4372.5,0,0
4373.5,15933.2,15933.2
4374.5,30499.3,30499.3
4375.5,37926.1,37926.1
4376.5,39714,39714
4377.5,39714,39714
4378.5,39714,39714
4379.5,39714,39714
4380.5,39714,39714
4381.5,39714,39714
4382.5,39714,39714
4383.5,39714,39714
4384.5,39714,39714
4385.5,26901.2,26901.2
4386.5,5739.3,5739.3
4387.5,0,0
4388.5,0,0
4389.5,0,0
4390.5,0,0
4391.5,0,0
4392.5,0,0
4393.5,0,0
4394.5,0,0
4395.5,0,0
4396.5,0,0
4397.5,14092.9,14092.9
4398.5,29504.2,29504.2
4399.5,37199.8,37199.8
4400.5,39714,39714
4401.5,39714,39714
4402.5,39714,39714
4403.5,39714,39714
4404.5,39714,39714
4405.5,39714,39714
4406.5,39714,39714
4407.5,39714,39714
4408.5,39714,39714
4409.5,33916.1,33916.1
4410.5,22071.8,22071.8
4411.5,1130.51,1130.51
4412.5,0,0
4413.5,0,0
4414.5,0,0
4415.5,0,0
4416.5,0,0
4417.5,0,0
4418.5,0,0
4419.5,0,0
4420.5,0,0
4421.5,14322.6,14322.6
4422.5,29826.4,29826.4
4423.5,37566.8,37566.8
4424.5,39714,39714
4425.5,39714,39714
4426.5,39714,39714
4427.5,39714,39714
4428.5,39714,39714
4429.5,39714,39714
4430.5,39714,39714
4431.5,39714,39714
4432.5,39591,39591
4433.5,33324.7,33324.7
4434.5,21248,21248
4435.5,962.241,962.241
4436.5,0,0
4437.5,0,0
4438.5,0,0
4439.5,0,0
4440.5,0,0
4441.5,0,0
4442.5,0,0
4443.5,0,0
4444.5,0,0
4445.5,14155,14155
4446.5,29994.2,29994.2
4447.5,38256.3,38256.3
4448.5,39714,39714
4449.5,39714,39714
4450.5,39714,39714
4451.5,39714,39714
4452.5,39714,39714
4453.5,39714,39714
4454.5,39714,39714
4455.5,39714,39714
4456.5,39360.7,39360.7
4457.5,32655.8,32655.8
4458.5,19986,19986
4459.5,629.679,629.679
4460.5,0,0
4461.5,0,0
4462.5,0,0
4463.5,0,0
4464.5,0,0
4465.5,0,0
4466.5,0,0
4467.5,0,0
4468.5,0,0
4469.5,12006.7,12006.7
4470.5,28011.7,28011.7
4471.5,37009.2,37009.2
4472.5,39714,39714
4473.5,39714,39714
4474.5,39714,39714
4475.5,39714,39714
4476.5,39714,39714
4477.5,39714,39714
4478.5,39714,39714
4479.5,35410,35410
4480.5,31874.2,31874.2
4481.5,23477.1,23477.1
4482.5,20216.6,20216.6
4483.5,752.242,752.242
4484.5,0,0
4485.5,0,0
4486.5,0,0
4487.5,0,0
4488.5,0,0
4489.5,0,0
4490.5,0,0
4491.5,0,0
4492.5,0,0
4493.5,1297.18,1297.18
4494.5,20336,20336
4495.5,17025.5,17025.5
4496.5,33648.8,33648.8
4497.5,39714,39714
4498.5,39714,39714
4499.5,39714,39714
4500.5,39714,39714
4501.5,39714,39714
4502.5,39714,39714
4503.5,39714,39714
4504.5,39714,39714
4505.5,33861.7,33861.7
4506.5,21748.2,21748.2
4507.5,966.887,966.887
4508.5,0,0
4509.5,0,0
4510.5,0,0
4511.5,0,0
4512.5,0,0
4513.5,0,0
4514.5,0,0
4515.5,0,0
4516.5,0,0
4517.5,12936.3,12936.3
4518.5,29564.6,29564.6
4519.5,38505.4,38505.4
4520.5,39714,39714
4521.5,39714,39714
4522.5,39714,39714
4523.5,39714,39714
4524.5,39714,39714
4525.5,39714,39714
4526.5,39714,39714
4527.5,39714,39714
4528.5,39714,39714
4529.5,29089.1,29089.1
4530.5,10902.5,10902.5
4531.5,0,0
4532.5,0,0
4533.5,0,0
4534.5,0,0
4535.5,0,0
4536.5,0,0
4537.5,0,0
4538.5,0,0
4539.5,0,0
4540.5,0,0
4541.5,14142.1,14142.1
4542.5,30108.5,30108.5
4543.5,38215.2,38215.2
4544.5,39714,39714
4545.5,39714,39714
4546.5,39714,39714
4547.5,39714,39714
4548.5,39714,39714
4549.5,39714,39714
4550.5,39714,39714
4551.5,39570.3,39570.3
4552.5,32825.2,32825.2
4553.5,29393.5,29393.5
4554.5,8980.09,8980.09
4555.5,0,0
4556.5,0,0
4557.5,0,0
4558.5,0,0
4559.5,0,0
4560.5,0,0
4561.5,0,0
4562.5,0,0
4563.5,0,0
4564.5,0,0
4565.5,12655.5,12655.5
4566.5,29429.4,29429.4
4567.5,37679.5,37679.5
4568.5,39714,39714
4569.5,39714,39714
4570.5,39714,39714
4571.5,39714,39714
4572.5,39714,39714
4573.5,39714,39714
4574.5,39714,39714
4575.5,39714,39714
4576.5,39691.4,39691.4
4577.5,33477,33477
4578.5,22074.3,22074.3
4579.5,842.66,842.66
4580.5,0,0
4581.5,0,0
4582.5,0,0
4583.5,0,0
4584.5,0,0
4585.5,0,0
4586.5,0,0
4587.5,0,0
4588.5,0,0
4589.5,15795.4,15795.4
4590.5,31222.5,31222.5
4591.5,38486.6,38486.6
4592.5,39714,39714
4593.5,39714,39714
4594.5,39714,39714
4595.5,39714,39714
4596.5,39714,39714
4597.5,39714,39714
4598.5,39714,39714
4599.5,39714,39714
4600.5,39658.4,39658.4
4601.5,33245.7,33245.7
4602.5,21200,21200
4603.5,574.176,574.176
4604.5,0,0
4605.5,0,0
4606.5,0,0
4607.5,0,0
4608.5,0,0
4609.5,0,0
4610.5,0,0
4611.5,0,0
4612.5,0,0
4613.5,13833.8,13833.8
4614.5,30017.1,30017.1
4615.5,37768,37768
4616.5,39714,39714
4617.5,39714,39714
4618.5,39714,39714
4619.5,39714,39714
4620.5,39714,39714
4621.5,39714,39714
4622.5,39714,39714
4623.5,39714,39714
4624.5,39714,39714
4625.5,33436.1,33436.1
4626.5,21574.1,21574.1
4627.5,624.067,624.067
4628.5,0,0
4629.5,0,0
4630.5,0,0
4631.5,0,0
4632.5,0,0
4633.5,0,0
4634.5,0,0
4635.5,0,0
4636.5,0,0
4637.5,14379.2,14379.2
4638.5,30741.1,30741.1
4639.5,38815.1,38815.1
4640.5,39714,39714
4641.5,39714,39714
4642.5,39714,39714
4643.5,39714,39714
4644.5,39714,39714
4645.5,39714,39714
4646.5,39714,39714
4647.5,39714,39714
4648.5,39714,39714
4649.5,33630,33630
4650.5,21890.3,21890.3
4651.5,0,0
4652.5,0,0
4653.5,0,0
4654.5,0,0
4655.5,0,0
4656.5,0,0
4657.5,0,0
4658.5,0,0
4659.5,0,0
4660.5,0,0
4661.5,15279.6,15279.6
4662.5,31851.5,31851.5
4663.5,39662.5,39662.5
4664.5,39714,39714
4665.5,39714,39714
4666.5,39714,39714
4667.5,39714,39714
4668.5,39714,39714
4669.5,39714,39714
4670.5,39714,39714
4671.5,39714,39714
4672.5,39312,39312
4673.5,32891,32891
4674.5,21073.4,21073.4
4675.5,0,0
4676.5,0,0
4677.5,0,0
4678.5,0,0
4679.5,0,0
4680.5,0,0
4681.5,0,0
4682.5,0,0
4683.5,0,0
4684.5,0,0
4685.5,13745.9,13745.9
4686.5,29485,29485
4687.5,37172.3,37172.3
4688.5,39714,39714
4689.5,39714,39714
4690.5,39714,39714
4691.5,39714,39714
4692.5,39714,39714
4693.5,39714,39714
4694.5,39714,39714
4695.5,39714,39714
4696.5,39532.9,39532.9
4697.5,33188.7,33188.7
4698.5,21241.6,21241.6
4699.5,0,0
4700.5,0,0
4701.5,0,0
4702.5,0,0
4703.5,0,0
4704.5,0,0
4705.5,0,0
4706.5,0,0
4707.5,0,0
4708.5,0,0
4709.5,11657,11657
4710.5,23734.6,23734.6
4711.5,35295.9,35295.9
4712.5,39511.9,39511.9
4713.5,39714,39714
4714.5,39493,39493
4715.5,39714,39714
4716.5,39714,39714
4717.5,39714,39714
4718.5,39714,39714
4719.5,39714,39714
4720.5,38966.9,38966.9
4721.5,32596.1,32596.1
4722.5,20566.2,20566.2
4723.5,0,0
4724.5,0,0
4725.5,0,0
4726.5,0,0
4727.5,0,0
4728.5,0,0
4729.5,0,0
4730.5,0,0
4731.5,0,0
4732.5,0,0
4733.5,12365.6,12365.6
4734.5,29142,29142
4735.5,36846.5,36846.5
4736.5,39714,39714
4737.5,39714,39714
4738.5,39714,39714
4739.5,39714,39714
4740.5,39714,39714
4741.5,39714,39714
4742.5,39714,39714
4743.5,39714,39714
4744.5,38933.1,38933.1
4745.5,32648.2,32648.2
4746.5,20655.5,20655.5
4747.5,0,0
4748.5,0,0
4749.5,0,0
4750.5,0,0
4751.5,0,0
4752.5,0,0
4753.5,0,0
4754.5,0,0
4755.5,0,0
4756.5,0,0
4757.5,11706,11706
4758.5,29094.3,29094.3
4759.5,37812,37812
4760.5,39714,39714
4761.5,39714,39714
4762.5,39714,39714
4763.5,39714,39714
4764.5,39714,39714
4765.5,39714,39714
4766.5,39714,39714
4767.5,39714,39714
4768.5,39551.8,39551.8
4769.5,32657.5,32657.5
4770.5,19306.1,19306.1
4771.5,0,0
4772.5,0,0
4773.5,0,0
4774.5,0,0
4775.5,0,0
4776.5,0,0
4777.5,0,0
4778.5,0,0
4779.5,0,0
4780.5,0,0
4781.5,10047.1,10047.1
4782.5,28346.5,28346.5
4783.5,37514,37514
4784.5,39714,39714
4785.5,39714,39714
4786.5,39714,39714
4787.5,39714,39714
4788.5,39714,39714
4789.5,39714,39714
4790.5,39714,39714
4791.5,39714,39714
4792.5,39714,39714
4793.5,33577.2,33577.2
4794.5,20275,20275
4795.5,0,0
4796.5,0,0
4797.5,0,0
4798.5,0,0
4799.5,0,0
4800.5,0,0
4801.5,0,0
4802.5,0,0
4803.5,0,0
4804.5,0,0
4805.5,9587.07,9587.07
4806.5,28354.8,28354.8
4807.5,37735.3,37735.3
4808.5,39714,39714
4809.5,39714,39714
4810.5,39714,39714
4811.5,39714,39714
4812.5,39714,39714
4813.5,39714,39714
4814.5,39714,39714
4815.5,39714,39714
4816.5,39714,39714
4817.5,33205.8,33205.8
4818.5,20134,20134
4819.5,0,0
4820.5,0,0
4821.5,0,0
4822.5,0,0
4823.5,0,0
4824.5,0,0
4825.5,0,0
4826.5,0,0
4827.5,0,0
4828.5,0,0
4829.5,9870.41,9870.41
4830.5,28830.5,28830.5
4831.5,37830.4,37830.4
4832.5,39714,39714
4833.5,38592,38592
4834.5,39714,39714
4835.5,39714,39714
4836.5,39714,39714
4837.5,29669.8,29669.8
4838.5,39714,39714
4839.5,18878.2,18878.2
4840.5,34416.4,34416.4
4841.5,32389.1,32389.1
4842.5,16234.8,16234.8
4843.5,0,0
4844.5,0,0
4845.5,0,0
4846.5,0,0
4847.5,0,0
4848.5,0,0
4849.5,0,0
4850.5,0,0
4851.5,0,0
4852.5,0,0
4853.5,9770.03,9770.03
4854.5,28525.5,28525.5
4855.5,37343.4,37343.4
4856.5,39714,39714
4857.5,39714,39714
4858.5,39714,39714
4859.5,39714,39714
4860.5,39714,39714
4861.5,39714,39714
4862.5,39714,39714
4863.5,39714,39714
4864.5,39098.2,39098.2
4865.5,32563,32563
4866.5,19664.9,19664.9
4867.5,0,0
4868.5,0,0
4869.5,0,0
4870.5,0,0
4871.5,0,0
4872.5,0,0
4873.5,0,0
4874.5,0,0
4875.5,0,0
4876.5,0,0
4877.5,9727.81,9727.81
4878.5,28848.3,28848.3
4879.5,37658.6,37658.6
4880.5,39714,39714
4881.5,39714,39714
4882.5,39714,39714
4883.5,39714,39714
4884.5,39714,39714
4885.5,39714,39714
4886.5,39714,39714
4887.5,39714,39714
4888.5,39714,39714
4889.5,33412.3,33412.3
4890.5,21185.2,21185.2
4891.5,0,0
4892.5,0,0
4893.5,0,0
4894.5,0,0
4895.5,0,0
4896.5,0,0
4897.5,0,0
4898.5,0,0
4899.5,0,0
4900.5,0,0
4901.5,10248.5,10248.5
4902.5,29960.5,29960.5
4903.5,38153.7,38153.7
4904.5,39714,39714
4905.5,39714,39714
4906.5,39714,39714
4907.5,39714,39714
4908.5,39714,39714
4909.5,39714,39714
4910.5,39714,39714
4911.5,39714,39714
4912.5,39176,39176
4913.5,33318.2,33318.2
4914.5,21392.1,21392.1
4915.5,0,0
4916.5,0,0
4917.5,0,0
4918.5,0,0
4919.5,0,0
4920.5,0,0
4921.5,0,0
4922.5,0,0
4923.5,0,0
4924.5,0,0
4925.5,8101.42,8101.42
4926.5,14163.9,14163.9
4927.5,24647.7,24647.7
4928.5,39714,39714
4929.5,39714,39714
4930.5,39714,39714
4931.5,37200.7,37200.7
4932.5,27117.5,27117.5
4933.5,39714,39714
4934.5,39714,39714
4935.5,39714,39714
4936.5,37850.2,37850.2
4937.5,30882.4,30882.4
4938.5,10842.6,10842.6
4939.5,0,0
4940.5,0,0
4941.5,0,0
4942.5,0,0
4943.5,0,0
4944.5,0,0
4945.5,0,0
4946.5,0,0
4947.5,0,0
4948.5,0,0
4949.5,6641.36,6641.36
4950.5,27955.7,27955.7
4951.5,37555.8,37555.8
4952.5,39714,39714
4953.5,39714,39714
4954.5,39714,39714
4955.5,39714,39714
4956.5,39714,39714
4957.5,39714,39714
4958.5,39714,39714
4959.5,39714,39714
4960.5,39320.5,39320.5
4961.5,32607.3,32607.3
4962.5,19193.9,19193.9
4963.5,0,0
4964.5,0,0
4965.5,0,0
4966.5,0,0
4967.5,0,0
4968.5,0,0
4969.5,0,0
4970.5,0,0
4971.5,0,0
4972.5,0,0
4973.5,6399.74,6399.74
4974.5,27739.2,27739.2
